Date              	Ashokan East Storage	Ashokan East Elevation	Ashokan West Storage	Ashokan West Elevation	Schoharie Storage	Schoharie Elevation	Rondout Storage	Rondout Elevation	Neversink Storage	Neversink Elevation	Pepacton Storage	Pepacton Elevation	Cannonsville Storage	Cannonsville Elevation
01/01/2016	71.99	581.8	39.87	582.48	18.16	1126.4	47.88	836.78	33.35	1435.62	111.68	1261.43	76.15	1135.27
01/02/2016	71.97	581.79	39.82	582.44	18.12	1126.29	47.84	836.77	33.29	1435.49	112.22	1261.77	76.86	1135.84
01/03/2016	71.93	581.76	39.76	582.36	18.15	1126.17	47.82	836.72	33.2	1435.31	112.74	1262.09	77.46	1136.36
01/04/2016	71.93	581.76	39.67	582.27	17.67	1125.85	47.92	836.69	33.07	1435.04	113.15	1262.35	77.84	1136.79
01/05/2016	72.06	581.85	39.6	582.2	17.98	1125.57	47.86	836.82	32.85	1434.58	113.35	1262.47	78.03	1137.07
01/06/2016	72.11	581.87	39.59	582.19	18.01	1125.54	47.83	836.74	32.67	1434.21	113.53	1262.58	78.07	1137.2
01/07/2016	72.07	581.85	39.62	582.22	17.96	1125.55	47.79	836.69	32.54	1433.93	113.85	1262.79	78.11	1137.23
01/08/2016	72.07	581.85	39.61	582.21	17.96	1125.48	47.59	836.64	32.43	1433.7	114.15	1262.98	78.17	1137.26
01/09/2016	72.09	581.86	39.67	582.27	18.14	1125.48	47.63	836.34	32.47	1433.79	114.45	1263.15	78.87	1137.3
01/10/2016	72.37	582.03	40.67	583.35	18.6	1126.17	47.54	836.4	32.81	1434.5	115.01	1263.5	79.92	1137.82
01/11/2016	72.44	582.08	41.79	584.56	18.3	1127.26	47.49	836.27	33.21	1435.33	115.6	1263.85	80.46	1138.57
01/12/2016	72.69	582.23	42.13	584.93	18.19	1126.41	47.68	836.19	33.3	1435.52	115.83	1263.99	80.8	1138.96
01/13/2016	73.15	582.52	41.91	584.69	18.18	1126.09	47.7	836.47	33.09	1435.09	116.11	1264.16	81.08	1139.2
01/14/2016	73.66	582.84	41.51	584.26	18.18	1126.09	47.61	836.5	32.95	1434.8	116.48	1264.38	81.4	1139.41
01/15/2016	74.16	583.15	41.08	583.79	18.16	1126.06	47.64	836.36	32.85	1434.58	116.9	1264.63	81.77	1139.64
01/16/2016	74.56	583.39	40.95	583.65	18.16	1126.09	47.65	836.41	32.79	1434.45	117.41	1264.94	82.11	1139.91
01/17/2016	74.7	583.48	40.93	583.63	18.14	1126.1	47.64	836.43	32.7	1434.27	117.88	1265.22	82.33	1140.15
01/18/2016	74.69	583.47	40.92	583.62	18.07	1125.96	47.5	836.42	32.58	1434.02	118.16	1265.39	82.46	1140.3
01/19/2016	74.68	583.46	40.83	583.53	18.04	1125.78	47.14	836.21	32.47	1433.77	118.34	1265.5	82.7	1140.39
01/20/2016	74.67	583.46	40.72	583.41	17.97	1125.68	47.12	835.67	32.46	1433.76	118.3	1265.47	82.82	1140.56
01/21/2016	74.67	583.46	40.6	583.27	17.93	1125.5	47.16	835.64	32.31	1433.43	118.45	1265.57	82.78	1140.64
01/22/2016	74.68	583.47	40.49	583.16	17.91	1125.4	47.11	835.7	32.13	1433.03	118.42	1265.54	82.67	1140.61
01/23/2016	74.67	583.46	40.49	583.15	17.89	1125.36	47.09	835.62	32.1	1432.97	118.31	1265.48	82.54	1140.53
01/24/2016	74.65	583.45	40.46	583.12	17.89	1125.29	47.1	835.59	32.11	1432.99	118.14	1265.38	82.41	1140.45
01/25/2016	74.65	583.45	40.4	583.06	17.89	1125.27	47.04	835.61	32.12	1433.01	118.05	1265.32	82.27	1140.36
01/26/2016	74.67	583.46	40.39	583.05	17.9	1125.27	46.97	835.52	32.13	1433.04	117.96	1265.27	82.17	1140.26
01/27/2016	74.65	583.45	40.3	582.96	17.89	1125.31	46.93	835.41	32.14	1433.06	117.91	1265.24	82.04	1140.19
01/28/2016	74.65	583.45	40.2	582.84	17.87	1125.3	46.94	835.35	32.14	1433.06	117.84	1265.2	81.87	1140.1
01/29/2016	74.65	583.45	40.09	582.72	17.84	1125.24	46.94	835.37	32.12	1433.01	117.74	1265.13	81.69	1139.98
01/30/2016	74.65	583.44	39.97	582.59	17.83	1125.19	46.94	835.37	32.11	1432.99	117.62	1265.07	81.49	1139.85
01/31/2016	74.65	583.45	39.92	582.54	17.86	1125.15	46.7	835.37	32.1	1432.97	117.46	1264.97	81.32	1139.71
02/01/2016	74.65	583.45	40.01	582.63	17.86	1125.18	46.46	835.02	32.09	1432.95	117.33	1264.89	81.17	1139.58
02/02/2016	74.65	583.45	40.25	582.9	17.91	1125.18	46.73	834.65	32.08	1432.94	117.05	1264.72	81.13	1139.48
02/03/2016	74.82	583.55	40.54	583.21	18.04	1125.28	47.11	835.06	32.2	1433.2	116.98	1264.68	81.32	1139.45
02/04/2016	74.87	583.58	40.81	583.51	18.02	1125.78	47.35	835.63	32.43	1433.69	117.16	1264.79	81.39	1139.58
02/05/2016	74.88	583.59	40.84	583.53	17.98	1125.82	47.38	835.98	32.51	1433.88	117.26	1264.85	81.4	1139.63
02/06/2016	74.88	583.59	40.64	583.32	17.96	1125.72	47.39	836.03	32.56	1433.98	117.53	1265.01	81.39	1139.64
02/07/2016	74.9	583.6	40.45	583.11	17.96	1125.66	47.51	836.04	32.61	1434.07	117.78	1265.16	81.38	1139.63
02/08/2016	74.91	583.61	40.24	582.89	17.94	1125.68	47.76	836.22	32.64	1434.14	117.95	1265.26	81.35	1139.63
02/09/2016	74.92	583.62	40.03	582.66	17.93	1125.68	47.95	836.6	32.68	1434.22	118	1265.29	81.3	1139.6
02/10/2016	74.93	583.62	39.82	582.43	17.92	1125.4	48.09	836.88	32.67	1434.2	118	1265.29	81.2	1139.57
02/11/2016	74.91	583.61	39.63	582.22	17.87	1125.36	48.12	837.08	32.63	1434.11	118.08	1265.35	81.01	1139.5
02/12/2016	74.91	583.61	39.51	582.1	17.85	1125.25	48.35	837.13	32.54	1433.93	118.12	1265.37	80.78	1139.36
02/13/2016	74.89	583.6	39.4	581.98	17.79	1125.18	48.58	837.47	32.31	1433.42	118.04	1265.32	80.51	1139.19
02/14/2016	74.88	583.59	39.21	581.78	17.76	1125.06	48.34	837.81	32.03	1432.82	117.87	1265.21	80.4	1139
02/15/2016	74.91	583.61	39.09	581.64	18.34	1124.95	48.07	837.46	31.95	1432.66	117.89	1265.23	81.3	1138.92
02/16/2016	75.09	583.72	39.9	582.52	18.55	1125.9	47.84	837.06	32.3	1433.4	118.87	1265.82	83.06	1139.57
02/17/2016	75.2	583.79	41.14	583.86	18.28	1127.27	47.49	836.71	32.8	1434.48	120.12	1266.57	83.98	1140.81
02/18/2016	75.22	583.8	41.53	584.28	18.18	1126.48	47.42	836.19	32.89	1434.67	120.84	1267	84.59	1141.44
02/19/2016	75.23	583.81	41.59	584.34	18.18	1126.13	47.61	836.09	32.75	1434.37	121.42	1267.35	84.94	1141.86
02/20/2016	75.24	583.82	41.58	584.33	18.15	1126.08	47.7	836.37	32.7	1434.26	121.95	1267.67	85.24	1142.11
02/21/2016	75.26	583.83	41.52	584.27	18.13	1126.04	47.62	836.51	32.78	1434.44	122.46	1267.98	85.59	1142.32
02/22/2016	75.28	583.84	41.43	584.17	18.07	1125.86	47.41	836.38	32.85	1434.58	122.9	1268.23	86	1142.56
02/23/2016	75.3	583.85	41.41	584.15	18.22	1125.78	47.61	836.07	32.91	1434.7	123.31	1268.48	86.67	1142.84
02/24/2016	75.75	584.13	42.02	584.79	19.41	1126.18	48.74	836.38	33.23	1435.37	124.15	1268.96	89.9	1143.31
02/25/2016	77.76	585.36	44.55	587.37	18.75	1129.18	49.09	838.05	34.74	1438.5	127.56	1270.94	92.22	1145.51
02/26/2016	79.26	586.25	44.88	587.69	18.42	1127.76	49.26	838.57	35.22	1439.48	129.59	1272.12	93.13	1147.04
02/27/2016	79.37	586.32	45.16	587.97	18.31	1126.83	49.38	838.83	35.25	1439.56	130.83	1272.84	93.66	1147.63
02/28/2016	79.4	586.34	45.12	587.93	18.27	1126.46	49.39	839.01	35.23	1439.52	131.65	1273.3	93.95	1147.98
02/29/2016	79.29	586.27	45.06	587.87	18.22	1126.33	49.27	839.01	35.16	1439.38	132.26	1273.65	94.04	1148.17
03/01/2016	79	586.1	45.04	587.85	18.21	1126.24	49.07	838.85	35.06	1439.18	132.61	1273.84	93.97	1148.23
03/02/2016	78.71	585.93	44.92	587.73	18.15	1126.2	48.88	838.54	34.95	1438.95	132.88	1273.99	93.78	1148.19
03/03/2016	78.41	585.75	44.75	587.56	18.12	1126.02	48.78	838.26	34.81	1438.67	132.98	1274.05	93.49	1148.07
03/04/2016	78.1	585.56	44.55	587.36	18.09	1125.93	48.68	838.11	34.67	1438.36	132.9	1274	93.12	1147.87
03/05/2016	77.8	585.38	44.31	587.12	18.06	1125.82	48.57	837.97	34.52	1438.05	132.75	1273.92	92.69	1147.63
03/06/2016	77.49	585.2	44.06	586.87	18.03	1125.74	48.45	837.79	34.38	1437.77	132.63	1273.85	92.25	1147.35
03/07/2016	77.19	585.02	43.78	586.59	18.02	1125.68	48.34	837.62	34.24	1437.48	132.54	1273.8	91.9	1147.05
03/08/2016	76.93	584.86	43.51	586.31	18.02	1125.65	48.19	837.45	34.1	1437.18	132.45	1273.75	91.68	1146.83
03/09/2016	76.71	584.72	43.2	586.01	18.03	1125.64	48.07	837.23	33.95	1436.87	132.27	1273.65	91.67	1146.68
03/10/2016	76.28	584.46	42.98	585.78	18.06	1125.65	48.05	837.06	33.82	1436.6	132.22	1273.62	91.9	1146.67
03/11/2016	75.8	584.16	43	585.81	18.04	1125.8	48.12	837.02	33.73	1436.42	132.29	1273.66	92.1	1146.83
03/12/2016	75.3	583.85	43.02	585.82	18.02	1125.82	48.19	837.13	33.61	1436.16	132.34	1273.69	92.22	1146.96
03/13/2016	74.82	583.55	43.02	585.82	18.08	1125.77	48.15	837.23	33.47	1435.87	132.41	1273.73	92.35	1147.04
03/14/2016	74.31	583.23	43.04	585.84	18.13	1125.73	48.16	837.18	33.39	1435.7	132.52	1273.79	92.43	1147.12
03/15/2016	73.9	582.99	43.2	586	18.16	1125.95	48.15	837.19	33.26	1435.44	132.58	1273.83	92.48	1147.18
03/16/2016	73.63	582.82	43.56	586.36	18.19	1126.07	48.31	837.17	33.09	1435.08	132.41	1273.73	92.32	1147.21
03/17/2016	73.35	582.64	43.94	586.74	18.19	1126.14	48.43	837.4	32.95	1434.78	132.4	1273.72	92.11	1147.11
03/18/2016	73.05	582.46	44.29	587.1	18.17	1126.18	48.28	837.59	32.89	1434.67	132.37	1273.7	91.99	1146.96
03/19/2016	72.75	582.27	44.64	587.45	18.14	1126.16	48.19	837.37	32.91	1434.71	132.41	1273.73	91.74	1146.89
03/20/2016	72.43	582.07	44.97	587.78	18.11	1126.1	48.14	837.23	32.92	1434.73	132.41	1273.73	91.42	1146.72
03/21/2016	72.06	581.84	45.31	588.12	17.97	1126.01	48.11	837.16	32.94	1434.76	132.37	1273.71	91.09	1146.51
03/22/2016	71.64	581.58	45.72	588.53	17.81	1125.58	47.98	837.11	32.94	1434.76	132.31	1273.67	90.76	1146.3
03/23/2016	71.24	581.34	46.28	589.1	17.77	1125.02	47.93	836.92	32.94	1434.77	132.02	1273.51	90.41	1146.08
03/24/2016	70.94	581.15	46.63	589.45	17.8	1124.93	47.9	836.84	32.93	1434.74	132.02	1273.51	90.04	1145.85
03/25/2016	70.86	581.1	46.71	589.52	17.81	1125.02	47.86	836.79	32.93	1434.74	132.03	1273.52	89.67	1145.6
03/26/2016	70.82	581.07	46.69	589.51	17.82	1125.08	47.82	836.73	32.93	1434.74	132.06	1273.53	89.26	1145.36
03/27/2016	70.77	581.05	46.67	589.49	17.82	1125.11	47.8	836.68	32.92	1434.72	132.06	1273.53	88.96	1145.09
03/28/2016	70.78	581.05	46.73	589.55	17.83	1125.08	47.76	836.65	32.97	1434.83	132.11	1273.56	88.75	1144.89
03/29/2016	70.76	581.04	46.78	589.6	17.82	1125.25	47.7	836.59	33.03	1434.95	132.14	1273.58	88.62	1144.75
03/30/2016	70.75	581.03	46.8	589.62	17.73	1125.12	47.66	836.51	33.07	1435.04	132.05	1273.53	88.51	1144.66
03/31/2016	70.85	581.09	46.83	589.65	17.61	1124.83	47.61	836.44	33.13	1435.16	132.06	1273.53	88.43	1144.57
04/01/2016	71.07	581.23	46.84	589.66	17.49	1124.47	47.69	836.36	33.18	1435.26	132.07	1273.54	88.41	1144.52
04/02/2016	71.37	581.41	46.82	589.63	17.38	1124.14	47.62	836.49	33.23	1435.37	132.14	1273.58	88.58	1144.51
04/03/2016	71.67	581.6	46.78	589.59	17.29	1123.82	47.42	836.38	33.29	1435.5	132.3	1273.67	88.8	1144.62
04/04/2016	71.86	581.72	46.78	589.6	17.18	1123.55	47.66	836.08	33.35	1435.62	132.51	1273.78	88.77	1144.78
04/05/2016	71.78	581.67	46.75	589.57	17.05	1123.24	47.94	836.44	33.36	1435.65	132.55	1273.8	88.73	1144.76
04/06/2016	71.71	581.63	46.69	589.51	17.18	1122.83	47.98	836.86	33.39	1435.7	132.42	1273.73	89.32	1144.73
04/07/2016	71.98	581.79	46.75	589.57	17.81	1122.83	48.19	836.92	33.54	1436.01	132.95	1274.03	91.5	1145.13
04/08/2016	72.62	582.19	47.03	589.85	18.13	1125.26	48.22	837.24	33.79	1436.54	134.22	1274.74	92.99	1146.57
04/09/2016	73.34	582.64	47.08	589.9	18.28	1126.41	48.08	837.27	33.93	1436.82	135.17	1275.27	94	1147.55
04/10/2016	74.01	583.05	47.06	589.88	18.39	1126.93	48	837.07	34.04	1437.05	135.98	1275.73	94.75	1148.21
04/11/2016	74.72	583.49	47.02	589.83	18.5	1126.7	48.1	836.95	34.18	1437.35	136.76	1276.17	95.24	1148.7
04/12/2016	75.57	584.02	46.84	589.66	18.61	1126.95	48.12	837.09	34.39	1437.79	137.54	1276.6	95.55	1149.02
04/13/2016	76.53	584.62	46.4	589.21	18.72	1127.29	48.35	837.12	34.57	1438.16	138.21	1276.98	95.71	1149.23
04/14/2016	77.46	585.18	45.94	588.75	18.78	1127.61	48.87	837.47	34.52	1438.06	138.87	1277.35	95.75	1149.33
04/15/2016	78.25	585.65	45.55	588.36	18.83	1127.81	49.1	838.24	34.23	1437.45	139.5	1277.7	95.73	1149.36
04/16/2016	78.62	585.87	45.53	588.35	18.88	1127.93	49.11	838.59	34.11	1437.21	140.04	1278	95.6	1149.35
04/17/2016	78.95	586.07	45.5	588.31	18.93	1128.06	49.11	838.6	34.21	1437.4	140.59	1278.3	95.42	1149.26
04/18/2016	79.25	586.25	45.43	588.25	18.96	1128.18	49.1	838.61	34.29	1437.58	141.1	1278.57	95.31	1149.14
04/19/2016	79.5	586.4	45.36	588.18	18.98	1128.28	49.02	838.59	34.37	1437.75	141.4	1278.73	95.48	1149.07
04/20/2016	79.73	586.54	45.3	588.11	18.98	1128.37	48.96	838.47	34.42	1437.85	140.77	1278.39	95.54	1149.18
04/21/2016	79.83	586.6	45.37	588.19	18.94	1128.32	48.78	838.38	34.49	1438	140.71	1278.36	95.4	1149.22
04/22/2016	79.79	586.57	45.6	588.42	18.89	1128.21	48.58	838.11	34.56	1438.14	141.02	1278.53	95.21	1149.13
04/23/2016	79.75	586.55	45.8	588.61	18.82	1128.07	48.36	837.81	34.63	1438.29	141.3	1278.68	94.98	1149
04/24/2016	79.73	586.54	45.95	588.77	18.73	1127.9	48.13	837.48	34.68	1438.39	141.52	1278.8	94.72	1148.85
04/25/2016	79.66	586.5	46.09	588.91	18.68	1127.65	48.04	837.14	34.73	1438.5	141.73	1278.92	94.55	1148.68
04/26/2016	79.56	586.43	46.25	589.07	18.63	1127.45	48.03	837.01	34.8	1438.63	142.07	1279.1	94.42	1148.57
04/27/2016	79.51	586.4	46.36	589.18	18.44	1127.39	48.13	837	34.79	1438.61	142.18	1279.16	94.21	1148.49
04/28/2016	79.55	586.43	46.39	589.21	18.19	1126.84	48.53	837.15	34.84	1438.73	142.32	1279.23	93.95	1148.34
04/29/2016	79.62	586.47	46.43	589.25	17.94	1126.19	48.76	837.74	34.92	1438.89	142.09	1279.11	93.69	1148.17
04/30/2016	79.7	586.52	46.47	589.28	17.72	1125.48	48.72	838.08	35	1439.06	142.03	1279.08	93.5	1148.01
05/01/2016	79.79	586.57	46.51	589.32	17.65	1124.82	48.74	838.02	35.09	1439.23	142.27	1279.21	93.59	1147.88
05/02/2016	79.92	586.65	46.64	589.46	17.77	1124.48	48.75	838.05	35.19	1439.43	142.65	1279.41	93.98	1147.94
05/03/2016	80	586.7	46.85	589.67	17.99	1124.91	48.85	838.06	35.17	1439.38	143	1279.6	94.37	1148.19
05/04/2016	80.05	586.72	47.05	589.87	18.28	1125.46	48.92	838.21	35.1	1439.25	142.85	1279.52	94.74	1148.45
05/05/2016	80.04	586.72	47.22	590.04	18.66	1126.37	48.98	838.32	35.08	1439.22	142.88	1279.53	95.18	1148.7
05/06/2016	80.27	586.86	47.34	590.15	19.3	1127.32	49.05	838.41	35.14	1439.33	143.07	1279.64	95.65	1148.98
05/07/2016	80.59	587.05	47.4	590.21	19.64	1129	49.09	838.52	35.36	1439.77	143.39	1279.81	96.06	1149.29
05/08/2016	80.88	587.22	47.34	590.16	19.67	1130.22	49.06	838.58	35.47	1440.06	143.6	1279.92	96.42	1149.56
05/09/2016	80.99	587.28	47.33	590.14	19.66	1130.23	48.99	838.53	35.47	1440.16	143.63	1279.94	96.73	1149.8
05/10/2016	80.99	587.29	47.36	590.17	19.66	1130.22	48.91	838.42	35.47	1440.19	143.64	1279.94	97.01	1150
05/11/2016	81	587.29	47.35	590.16	19.64	1130.22	48.82	838.3	35.47	1440.21	143.6	1279.92	97.22	1150.18
05/12/2016	80.98	587.28	47.33	590.15	19.66	1130.22	48.76	838.16	35.47	1440.25	143.51	1279.87	97.47	1150.31
05/13/2016	80.94	587.26	47.38	590.19	19.68	1130.17	48.7	838.08	35.47	1440.23	143.55	1279.89	97.75	1150.46
05/14/2016	80.85	587.2	47.42	590.23	19.66	1130.23	48.61	837.99	35.47	1440.25	143.6	1279.92	97.85	1150.63
05/15/2016	80.74	587.14	47.36	590.17	19.66	1130.23	48.63	837.86	35.46	1440.04	143.52	1279.88	97.87	1150.7
05/16/2016	80.58	587.04	47.32	590.13	19.56	1130.23	48.65	837.89	35.33	1439.7	143.4	1279.81	97.87	1150.71
05/17/2016	80.38	586.92	47.35	590.16	19.67	1130.2	48.74	837.92	35.19	1439.43	143.27	1279.74	97.75	1150.71
05/18/2016	80.35	586.9	47.36	590.17	19.62	1130.12	48.96	838.06	35.04	1439.14	143.09	1279.65	97.47	1150.64
05/19/2016	80.01	586.7	47.4	590.21	19.61	1130.1	49.02	838.37	34.95	1438.96	142.94	1279.57	97.23	1150.46
05/20/2016	79.88	586.63	47.36	590.17	19.61	1130.08	49.11	838.47	34.95	1438.96	142.83	1279.51	97.02	1150.31
05/21/2016	79.8	586.58	47.3	590.11	19.6	1130.07	49.19	838.6	34.98	1439.01	142.72	1279.45	96.85	1150.19
05/22/2016	79.7	586.52	47.25	590.06	19.59	1130.06	49.29	838.73	35.02	1439.1	142.57	1279.37	96.66	1150.07
05/23/2016	79.59	586.45	47.19	590.01	19.57	1130.04	49.08	838.87	35.07	1439.19	142.52	1279.34	96.47	1149.96
05/24/2016	79.54	586.42	47.07	589.89	19.57	1129.96	49.13	838.55	35.09	1439.23	142.64	1279.41	96.24	1149.83
05/25/2016	79.62	586.47	46.83	589.65	19.54	1129.93	49.17	838.63	35	1439.06	142.73	1279.45	96	1149.68
05/26/2016	79.75	586.55	46.49	589.3	19.53	1129.89	49.1	838.69	34.92	1438.9	142.65	1279.41	95.71	1149.53
05/27/2016	79.92	586.65	46.08	588.9	19.52	1129.83	49.13	838.59	34.84	1438.73	142.59	1279.38	95.38	1149.33
05/28/2016	80.06	586.73	45.68	588.49	19.5	1129.79	49.16	838.64	34.82	1438.68	142.45	1279.3	95.03	1149.12
05/29/2016	80.11	586.76	45.36	588.17	19.48	1129.75	49.23	838.68	34.82	1438.68	142.23	1279.18	94.65	1148.89
05/30/2016	80.15	586.78	45.2	588.02	19.45	1129.7	49.44	838.78	34.82	1438.69	142.03	1279.08	94.26	1148.64
05/31/2016	80.01	586.7	45.12	587.93	19.42	1129.62	49.59	839.09	34.71	1438.45	141.67	1278.88	93.83	1148.38
06/01/2016	79.82	586.59	45	587.81	19.36	1129.54	49.6	839.32	34.58	1438.19	141.36	1278.71	93.33	1148.09
06/02/2016	79.7	586.52	44.85	587.66	19.24	1129.35	49.52	839.34	34.55	1438.12	141.1	1278.58	92.93	1147.77
06/03/2016	79.58	586.44	44.68	587.49	18.88	1129.12	49.19	839.22	34.54	1438.1	140.86	1278.44	92.76	1147.51
06/04/2016	79.46	586.37	44.75	587.57	18.59	1128.27	48.96	838.73	34.52	1438.05	140.85	1278.44	92.85	1147.39
06/05/2016	79.55	586.43	45.12	587.93	18.73	1127.31	48.84	838.37	34.59	1438.2	141.18	1278.62	93.17	1147.46
06/06/2016	79.56	586.44	45.22	588.03	18.7	1127.47	48.78	838.2	34.72	1438.47	141.33	1278.7	93.23	1147.66
06/07/2016	79.53	586.41	45.12	587.93	18.59	1127.59	48.86	838.11	34.73	1438.5	141.23	1278.65	93.22	1147.7
06/08/2016	79.5	586.4	45.04	587.85	18.43	1127.26	48.71	838.23	34.73	1438.49	141.11	1278.58	93.11	1147.69
06/09/2016	79.53	586.41	44.81	587.62	18.26	1126.8	48.65	838.01	34.68	1438.38	140.84	1278.43	92.88	1147.62
06/10/2016	79.71	586.52	44.43	587.24	18.1	1126.34	48.83	837.92	34.63	1438.29	140.49	1278.24	92.44	1147.47
06/11/2016	79.71	586.52	44.32	587.12	17.95	1125.88	49	838.19	34.61	1438.24	140.17	1278.07	92	1147.18
06/12/2016	79.68	586.51	44.16	586.97	17.75	1125.44	49.13	838.44	34.58	1438.19	139.81	1277.87	91.56	1146.89
06/13/2016	79.64	586.48	43.98	586.79	17.58	1124.91	49.24	838.64	34.55	1438.12	139.46	1277.68	91.1	1146.6
06/14/2016	79.61	586.47	43.8	586.6	17.41	1124.4	49.24	838.79	34.52	1438.05	139.09	1277.47	90.63	1146.3
06/15/2016	79.57	586.44	43.59	586.39	17.2	1123.86	49.26	838.79	34.48	1437.98	138.62	1277.21	90.13	1145.99
06/16/2016	79.56	586.44	43.39	586.19	17.01	1123.27	49.2	838.83	34.45	1437.91	138.29	1277.02	89.62	1145.66
06/17/2016	79.55	586.43	43.18	585.98	16.81	1122.69	49.19	838.74	34.4	1437.81	137.99	1276.85	89.13	1145.33
06/18/2016	79.54	586.42	42.97	585.77	16.61	1122.09	49.16	838.72	34.36	1437.73	137.71	1276.69	88.68	1145.01
06/19/2016	79.54	586.42	42.75	585.55	16.42	1121.5	49.11	838.67	34.32	1437.63	137.41	1276.53	88.22	1144.7
06/20/2016	79.53	586.41	42.57	585.37	16.19	1120.93	49.16	838.6	34.15	1437.29	137.08	1276.34	87.78	1144.38
06/21/2016	79.5	586.4	42.45	585.25	15.99	1120.29	49.14	838.68	33.97	1436.92	136.81	1276.19	87.3	1144.07
06/22/2016	79.47	586.38	42.31	585.11	15.76	1119.65	49.11	838.65	33.8	1436.56	136.5	1276.02	86.83	1143.74
06/23/2016	79.44	586.36	42.15	584.95	15.54	1118.96	48.99	838.6	33.73	1436.41	136.17	1275.83	86.43	1143.42
06/24/2016	79.42	586.35	41.94	584.72	15.32	1118.26	48.84	838.43	33.67	1436.28	135.79	1275.62	86.13	1143.14
06/25/2016	79.41	586.34	41.72	584.49	15.1	1117.56	48.77	838.21	33.62	1436.17	135.3	1275.35	85.84	1142.93
06/26/2016	79.4	586.34	41.5	584.25	14.9	1116.86	48.77	838.09	33.56	1436.06	134.83	1275.08	85.49	1142.73
06/27/2016	79.42	586.35	41.27	583.99	14.65	1116.24	49.09	838.09	33.44	1435.8	134.46	1274.88	85.26	1142.49
06/28/2016	79.46	586.37	41.01	583.72	14.45	1115.46	49.24	838.58	33.31	1435.53	134.13	1274.69	85.29	1142.33
